cast_id,source_file,platform,lat,lon,obs_date,month,year
aoml/4903471/profiles/D4903471_105.nc,aoml/4903471/profiles/D4903471_105.nc,4903471,28.98,-87.554,20240317,3,2024
aoml/4903546/profiles/D4903546_057.nc,aoml/4903546/profiles/D4903546_057.nc,4903546,25.675,-91.981,20240317,3,2024
aoml/4903548/profiles/D4903548_057.nc,aoml/4903548/profiles/D4903548_057.nc,4903548,26.417,-85.527,20240317,3,2024
aoml/4903549/profiles/D4903549_057.nc,aoml/4903549/profiles/D4903549_057.nc,4903549,25.633,-88.915,20240317,3,2024
aoml/4903550/profiles/D4903550_057.nc,aoml/4903550/profiles/D4903550_057.nc,4903550,25.161,-88.314,20240317,3,2024
aoml/4903551/profiles/D4903551_057.nc,aoml/4903551/profiles/D4903551_057.nc,4903551,26.048,-85.746,20240317,3,2024
aoml/4903552/profiles/D4903552_057.nc,aoml/4903552/profiles/D4903552_057.nc,4903552,24.389,-83.944,20240317,3,2024
aoml/4903553/profiles/D4903553_057.nc,aoml/4903553/profiles/D4903553_057.nc,4903553,23.25,-82.897,20240317,3,2024
aoml/4903556/profiles/D4903556_057.nc,aoml/4903556/profiles/D4903556_057.nc,4903556,27.427,-86.091,20240317,3,2024
aoml/4903232/profiles/D4903232_356.nc,aoml/4903232/profiles/D4903232_356.nc,4903232,24.309,-96.117,20240322,3,2024
aoml/4903240/profiles/D4903240_353.nc,aoml/4903240/profiles/D4903240_353.nc,4903240,25.303,-94.991,20240322,3,2024
aoml/4903278/profiles/D4903278_273.nc,aoml/4903278/profiles/D4903278_273.nc,4903278,27.869,-87.344,20240322,3,2024
aoml/4903353/profiles/D4903353_223.nc,aoml/4903353/profiles/D4903353_223.nc,4903353,28.614,-87.455,20240322,3,2024
aoml/4903356/profiles/D4903356_216.nc,aoml/4903356/profiles/D4903356_216.nc,4903356,28.226,-88.945,20240322,3,2024
aoml/4903468/profiles/D4903468_109.nc,aoml/4903468/profiles/D4903468_109.nc,4903468,27.458,-86.085,20240322,3,2024
aoml/4903471/profiles/D4903471_106.nc,aoml/4903471/profiles/D4903471_106.nc,4903471,28.995,-87.644,20240322,3,2024
aoml/4903472/profiles/R4903472_103.nc,aoml/4903472/profiles/R4903472_103.nc,4903472,23.768,-83.055,20240322,3,2024
aoml/4903546/profiles/D4903546_058.nc,aoml/4903546/profiles/D4903546_058.nc,4903546,25.7,-92.41,20240322,3,2024
aoml/4903548/profiles/D4903548_058.nc,aoml/4903548/profiles/D4903548_058.nc,4903548,26.885,-85.741,20240322,3,2024
